,stroma,plasmablast-enriched stroma,lymphoid structure,tumor-stroma boundary,myeloid-enriched stroma,tumor interior
127,0.11152621,0.037382387,0.039609253,0.13930738,0.40010208,0.27207267
128,0.13997918,0.039603073,0.036884114,0.15513998,0.33393434,0.29445934
129,0.1017463,0.04408197,0.09695603,0.11347073,0.39063594,0.25310904
130,0.09337296,0.05309864,0.08459025,0.11932973,0.39538544,0.25422296
131,0.084167436,0.02751542,0.101526715,0.09071265,0.4897004,0.20637734
132,0.088084765,0.042222843,0.08508297,0.10560084,0.48634663,0.19266203
133,0.088689186,0.022398874,0.082192674,0.08612767,0.5677406,0.15285103
134,0.09036228,0.01870611,0.06280662,0.093597695,0.5377668,0.19676055
135,0.0675871,0.015022201,0.030738205,0.09819904,0.55536956,0.23308386
136,0.11242845,0.035551388,0.040359545,0.13209422,0.4735012,0.20606518
137,0.08891419,0.033997547,0.05386516,0.10174831,0.588467,0.13300774
138,0.19511189,0.024701491,0.049619965,0.10825192,0.5117388,0.110576
139,0.17100963,0.038258057,0.056087058,0.11611633,0.50939864,0.1091303
140,0.17970876,0.051190667,0.062594615,0.13448454,0.43060374,0.14141768
141,0.14895205,0.020590624,0.12100703,0.08213475,0.49478403,0.13253148
142,0.23881553,0.025835607,0.11079787,0.09558791,0.39384305,0.13512006
143,0.21746354,0.027150981,0.13611783,0.0905557,0.39502996,0.133682
144,0.1735902,0.023103295,0.21709691,0.06898141,0.40470105,0.112527095
145,0.13170972,0.015113536,0.23080546,0.047961246,0.49964008,0.07477005
146,0.108795084,0.0143006025,0.2390456,0.047159616,0.5073111,0.08338795
147,0.16139229,0.015018708,0.23724073,0.047933906,0.46500596,0.07340838
148,0.14015132,0.024286347,0.22108275,0.06284284,0.45790136,0.09373542
149,0.1774877,0.033570793,0.17434575,0.065916725,0.48458812,0.06409097
150,0.27179974,0.033906646,0.12997963,0.058501516,0.46969488,0.03611754
151,0.26360416,0.084132195,0.090567194,0.0896222,0.42966354,0.042410765
152,0.16267525,0.09110826,0.103062965,0.100353666,0.47623852,0.06656132
